entid,q402,q402_1,q402_2,q402_3
329a8375-ed22-437a-afc2-d2bd77bfbbaa,Television,0,0,0
32e5f38a-dad2-42da-922e-e4707d327c4a,Fan,1,5,1
32e5f38a-dad2-42da-922e-e4707d327c4a,Laptop / Computer,0,0,0
32e5f38a-dad2-42da-922e-e4707d327c4a,Light bulb,3,5,6
32e5f38a-dad2-42da-922e-e4707d327c4a,Mobile phone charger,2,3,3
32e5f38a-dad2-42da-922e-e4707d327c4a,Radio,1,3,5
32e5f38a-dad2-42da-922e-e4707d327c4a,Television,1,5,6
33dd07b4-a8d0-45e8-a4fd-d369119d681e,Fan,0,0,0
33dd07b4-a8d0-45e8-a4fd-d369119d681e,Laptop / Computer,0,0,0
33dd07b4-a8d0-45e8-a4fd-d369119d681e,Light bulb,0,0,0
33dd07b4-a8d0-45e8-a4fd-d369119d681e,Mobile phone charger,2,5,0
33dd07b4-a8d0-45e8-a4fd-d369119d681e,Radio,0,0,0
33dd07b4-a8d0-45e8-a4fd-d369119d681e,Television,0,0,0
340cd811-956d-4227-a594-2751bf605000,Fan,1,3,8
340cd811-956d-4227-a594-2751bf605000,Laptop / Computer,0,0,0
340cd811-956d-4227-a594-2751bf605000,Light bulb,2,3,8
340cd811-956d-4227-a594-2751bf605000,Mobile phone charger,2,3,3
340cd811-956d-4227-a594-2751bf605000,Radio,0,0,0
340cd811-956d-4227-a594-2751bf605000,Television,0,0,0
3411637d-889f-4baf-a1b7-fa6568b710e1,Fan,1,6,5
3411637d-889f-4baf-a1b7-fa6568b710e1,Laptop / Computer,1,6,5
3411637d-889f-4baf-a1b7-fa6568b710e1,Light bulb,4,10,5
3411637d-889f-4baf-a1b7-fa6568b710e1,Mobile phone charger,40,6,5
3411637d-889f-4baf-a1b7-fa6568b710e1,Radio,0,0,0
3411637d-889f-4baf-a1b7-fa6568b710e1,Television,1,6,5
343c7aa7-3c55-4166-aec6-cf6d0995c6cd,Fan,2,5,4
343c7aa7-3c55-4166-aec6-cf6d0995c6cd,Laptop / Computer,0,0,0
343c7aa7-3c55-4166-aec6-cf6d0995c6cd,Light bulb,5,2,4
343c7aa7-3c55-4166-aec6-cf6d0995c6cd,Mobile phone charger,2,0,3
343c7aa7-3c55-4166-aec6-cf6d0995c6cd,Radio,0,0,0
343c7aa7-3c55-4166-aec6-cf6d0995c6cd,Television,0,0,0
346dad9f-ec4a-4cd0-a969-b0cd9190738c,Fan,0,0,0
346dad9f-ec4a-4cd0-a969-b0cd9190738c,Laptop / Computer,0,0,0
346dad9f-ec4a-4cd0-a969-b0cd9190738c,Light bulb,3,0,7
346dad9f-ec4a-4cd0-a969-b0cd9190738c,Mobile phone charger,0,0,0
346dad9f-ec4a-4cd0-a969-b0cd9190738c,Radio,1,6,7
346dad9f-ec4a-4cd0-a969-b0cd9190738c,Television,0,0,0
3487e43c-422f-4c07-ad7f-267eb102f476,Fan,1,0,2
3487e43c-422f-4c07-ad7f-267eb102f476,Laptop / Computer,0,0,0
3487e43c-422f-4c07-ad7f-267eb102f476,Light bulb,2,0,1
3487e43c-422f-4c07-ad7f-267eb102f476,Mobile phone charger,1,0,2
3487e43c-422f-4c07-ad7f-267eb102f476,Radio,0,0,0
3487e43c-422f-4c07-ad7f-267eb102f476,Television,0,0,0
34c7329f-34d3-4d22-8e04-130d888c267b,Fan,0,0,0
34c7329f-34d3-4d22-8e04-130d888c267b,Laptop / Computer,0,0,0
34c7329f-34d3-4d22-8e04-130d888c267b,Light bulb,3,4,2
34c7329f-34d3-4d22-8e04-130d888c267b,Mobile phone charger,0,0,0
34c7329f-34d3-4d22-8e04-130d888c267b,Radio,0,0,0
34c7329f-34d3-4d22-8e04-130d888c267b,Television,0,0,0
34f2c82c-405b-4a17-9fa4-36a18d731908,Fan,0,0,0
34f2c82c-405b-4a17-9fa4-36a18d731908,Laptop / Computer,0,0,0
34f2c82c-405b-4a17-9fa4-36a18d731908,Light bulb,2,0,0
34f2c82c-405b-4a17-9fa4-36a18d731908,Mobile phone charger,0,0,0
34f2c82c-405b-4a17-9fa4-36a18d731908,Radio,0,0,0
34f2c82c-405b-4a17-9fa4-36a18d731908,Television,0,0,0
34f4578e-3912-4cd2-bf64-fa8dc64713f7,Fan,1,2,2
34f4578e-3912-4cd2-bf64-fa8dc64713f7,Laptop / Computer,0,0,0
34f4578e-3912-4cd2-bf64-fa8dc64713f7,Light bulb,2,0,2
34f4578e-3912-4cd2-bf64-fa8dc64713f7,Mobile phone charger,1,1,2
34f4578e-3912-4cd2-bf64-fa8dc64713f7,Radio,0,0,0
34f4578e-3912-4cd2-bf64-fa8dc64713f7,Television,0,0,0
354f05a5-f6f6-41ad-b07c-2343a4fe84ef,Fan,2,8,2
354f05a5-f6f6-41ad-b07c-2343a4fe84ef,Laptop / Computer,2,8,2
354f05a5-f6f6-41ad-b07c-2343a4fe84ef,Light bulb,4,7,2
354f05a5-f6f6-41ad-b07c-2343a4fe84ef,Mobile phone charger,0,0,0
354f05a5-f6f6-41ad-b07c-2343a4fe84ef,Radio,0,0,0
354f05a5-f6f6-41ad-b07c-2343a4fe84ef,Television,7,8,2
35726692-4f4c-43e2-8677-303f354db1c1,Fan,0,0,0
35726692-4f4c-43e2-8677-303f354db1c1,Laptop / Computer,0,0,0
35726692-4f4c-43e2-8677-303f354db1c1,Light bulb,2,0,6
35726692-4f4c-43e2-8677-303f354db1c1,Mobile phone charger,120,3,4
35726692-4f4c-43e2-8677-303f354db1c1,Radio,0,0,0
35726692-4f4c-43e2-8677-303f354db1c1,Television,0,0,0
35bfee23-4971-42b9-8538-399014d3e79a,Fan,0,0,0
35bfee23-4971-42b9-8538-399014d3e79a,Laptop / Computer,0,0,0
35bfee23-4971-42b9-8538-399014d3e79a,Light bulb,3,0,0
35bfee23-4971-42b9-8538-399014d3e79a,Mobile phone charger,0,0,0
35bfee23-4971-42b9-8538-399014d3e79a,Radio,0,0,0
35bfee23-4971-42b9-8538-399014d3e79a,Television,0,0,0
3608d7f9-21fc-4db3-b411-b61fe28c4e96,Fan,0,0,0
3608d7f9-21fc-4db3-b411-b61fe28c4e96,Laptop / Computer,0,0,0
3608d7f9-21fc-4db3-b411-b61fe28c4e96,Light bulb,2,0,6
3608d7f9-21fc-4db3-b411-b61fe28c4e96,Mobile phone charger,1,3,3
3608d7f9-21fc-4db3-b411-b61fe28c4e96,Radio,0,0,0
3608d7f9-21fc-4db3-b411-b61fe28c4e96,Television,0,0,0
361e925c-9037-4e16-b730-a321a655fc5a,Fan,2,7,2
361e925c-9037-4e16-b730-a321a655fc5a,Laptop / Computer,1,2,1
361e925c-9037-4e16-b730-a321a655fc5a,Light bulb,6,7,2
361e925c-9037-4e16-b730-a321a655fc5a,Mobile phone charger,3,4,1
361e925c-9037-4e16-b730-a321a655fc5a,Radio,1,6,0
361e925c-9037-4e16-b730-a321a655fc5a,Television,1,7,2
362e1e67-1343-4f11-bb63-d63c6b40472a,Fan,0,0,0
362e1e67-1343-4f11-bb63-d63c6b40472a,Laptop / Computer,0,0,0
362e1e67-1343-4f11-bb63-d63c6b40472a,Light bulb,3,2,3
362e1e67-1343-4f11-bb63-d63c6b40472a,Mobile phone charger,0,0,0
362e1e67-1343-4f11-bb63-d63c6b40472a,Radio,0,0,0
362e1e67-1343-4f11-bb63-d63c6b40472a,Television,0,0,0
365a8646-d204-4e12-9e8c-64b603974f5c,Fan,0,0,0
365a8646-d204-4e12-9e8c-64b603974f5c,Laptop / Computer,0,0,0
365a8646-d204-4e12-9e8c-64b603974f5c,Light bulb,2,2,4
365a8646-d204-4e12-9e8c-64b603974f5c,Mobile phone charger,1,1,1
365a8646-d204-4e12-9e8c-64b603974f5c,Radio,0,0,0
365a8646-d204-4e12-9e8c-64b603974f5c,Television,0,0,0
36aff9fe-53d5-42a8-8eac-bbe407e5da5e,Fan,0,0,0
36aff9fe-53d5-42a8-8eac-bbe407e5da5e,Laptop / Computer,0,0,0
36aff9fe-53d5-42a8-8eac-bbe407e5da5e,Light bulb,7,0,5
36aff9fe-53d5-42a8-8eac-bbe407e5da5e,Mobile phone charger,5,0,5
36aff9fe-53d5-42a8-8eac-bbe407e5da5e,Radio,0,0,0
36aff9fe-53d5-42a8-8eac-bbe407e5da5e,Television,0,0,0
36caeb07-4cb0-43fb-8379-8ecbb348279f,Fan,1,5,5
36caeb07-4cb0-43fb-8379-8ecbb348279f,Laptop / Computer,0,0,0
36caeb07-4cb0-43fb-8379-8ecbb348279f,Light bulb,1,7,4
36caeb07-4cb0-43fb-8379-8ecbb348279f,Mobile phone charger,0,0,0
36caeb07-4cb0-43fb-8379-8ecbb348279f,Radio,0,0,0
36caeb07-4cb0-43fb-8379-8ecbb348279f,Television,0,0,0
36e3a67b-ae4c-44d7-9bb4-da30e0c935b0,Fan,1,4,5
36e3a67b-ae4c-44d7-9bb4-da30e0c935b0,Laptop / Computer,0,0,0
36e3a67b-ae4c-44d7-9bb4-da30e0c935b0,Light bulb,3,1,3
36e3a67b-ae4c-44d7-9bb4-da30e0c935b0,Mobile phone charger,1,2,2
36e3a67b-ae4c-44d7-9bb4-da30e0c935b0,Radio,1,3,5
36e3a67b-ae4c-44d7-9bb4-da30e0c935b0,Television,0,0,0
36fdc7d5-b8c1-4394-8e4b-b601b10fbbb2,Fan,0,0,0
36fdc7d5-b8c1-4394-8e4b-b601b10fbbb2,Laptop / Computer,0,0,0
36fdc7d5-b8c1-4394-8e4b-b601b10fbbb2,Light bulb,6,4,4
36fdc7d5-b8c1-4394-8e4b-b601b10fbbb2,Mobile phone charger,3,4,4
36fdc7d5-b8c1-4394-8e4b-b601b10fbbb2,Radio,0,0,0
36fdc7d5-b8c1-4394-8e4b-b601b10fbbb2,Television,0,0,0
37384097-53a6-4b16-beff-07923ada9920,Fan,1,3,3
37384097-53a6-4b16-beff-07923ada9920,Laptop / Computer,0,0,0
37384097-53a6-4b16-beff-07923ada9920,Light bulb,4,4,4
37384097-53a6-4b16-beff-07923ada9920,Mobile phone charger,1,2,3
37384097-53a6-4b16-beff-07923ada9920,Radio,1,4,3
37384097-53a6-4b16-beff-07923ada9920,Television,0,0,0
3777b5c2-4dfd-422c-9900-3324563b845a,Fan,0,0,0
3777b5c2-4dfd-422c-9900-3324563b845a,Laptop / Computer,0,0,0
3777b5c2-4dfd-422c-9900-3324563b845a,Light bulb,1,1,5
3777b5c2-4dfd-422c-9900-3324563b845a,Mobile phone charger,0,0,0
3777b5c2-4dfd-422c-9900-3324563b845a,Radio,0,0,0
3777b5c2-4dfd-422c-9900-3324563b845a,Television,0,0,0
37ae5f18-fd60-4664-b053-368e4766fcf3,Fan,0,0,0
37ae5f18-fd60-4664-b053-368e4766fcf3,Laptop / Computer,0,0,0
37ae5f18-fd60-4664-b053-368e4766fcf3,Light bulb,0,0,0
37ae5f18-fd60-4664-b053-368e4766fcf3,Mobile phone charger,1,0,0
37ae5f18-fd60-4664-b053-368e4766fcf3,Radio,0,0,0
37ae5f18-fd60-4664-b053-368e4766fcf3,Television,0,0,0
37ef3f57-8bd6-4d31-bd57-af28528ffea9,Fan,3,9,1
37ef3f57-8bd6-4d31-bd57-af28528ffea9,Laptop / Computer,12,9,1
37ef3f57-8bd6-4d31-bd57-af28528ffea9,Light bulb,3,5,1
37ef3f57-8bd6-4d31-bd57-af28528ffea9,Mobile phone charger,2,3,3
37ef3f57-8bd6-4d31-bd57-af28528ffea9,Radio,0,0,0
37ef3f57-8bd6-4d31-bd57-af28528ffea9,Television,0,0,0
37f0bb63-5943-4195-be0f-c367b0cb8d88,Fan,1,2,0
37f0bb63-5943-4195-be0f-c367b0cb8d88,Laptop / Computer,0,0,0
37f0bb63-5943-4195-be0f-c367b0cb8d88,Light bulb,3,2,0
37f0bb63-5943-4195-be0f-c367b0cb8d88,Mobile phone charger,0,0,0
37f0bb63-5943-4195-be0f-c367b0cb8d88,Radio,0,0,0
37f0bb63-5943-4195-be0f-c367b0cb8d88,Television,0,0,0
383c4509-38cd-44d3-ba2a-474901f75e3d,Fan,0,0,0
383c4509-38cd-44d3-ba2a-474901f75e3d,Laptop / Computer,0,0,0
383c4509-38cd-44d3-ba2a-474901f75e3d,Light bulb,5,2,2
383c4509-38cd-44d3-ba2a-474901f75e3d,Mobile phone charger,0,0,0
383c4509-38cd-44d3-ba2a-474901f75e3d,Radio,0,0,0
383c4509-38cd-44d3-ba2a-474901f75e3d,Television,0,0,0
385a34f5-9296-4f92-8c08-564c29aeec50,Fan,1,2,4
385a34f5-9296-4f92-8c08-564c29aeec50,Laptop / Computer,0,0,0
385a34f5-9296-4f92-8c08-564c29aeec50,Light bulb,2,2,4
385a34f5-9296-4f92-8c08-564c29aeec50,Mobile phone charger,1,1,2
385a34f5-9296-4f92-8c08-564c29aeec50,Radio,1,11,6
385a34f5-9296-4f92-8c08-564c29aeec50,Television,0,0,0
3879f95e-6058-4ba9-89d7-7a57d340cdfe,Fan,0,0,0
3879f95e-6058-4ba9-89d7-7a57d340cdfe,Laptop / Computer,0,0,0
3879f95e-6058-4ba9-89d7-7a57d340cdfe,Light bulb,2,1,2
3879f95e-6058-4ba9-89d7-7a57d340cdfe,Mobile phone charger,1,3,1
3879f95e-6058-4ba9-89d7-7a57d340cdfe,Radio,0,0,0
3879f95e-6058-4ba9-89d7-7a57d340cdfe,Television,0,0,0
38c3c9b0-53d5-448c-812a-39676a4f6988,Fan,1,3,1
38c3c9b0-53d5-448c-812a-39676a4f6988,Laptop / Computer,0,0,0
38c3c9b0-53d5-448c-812a-39676a4f6988,Light bulb,2,0,1
38c3c9b0-53d5-448c-812a-39676a4f6988,Mobile phone charger,1,2,0
38c3c9b0-53d5-448c-812a-39676a4f6988,Radio,0,0,0
38c3c9b0-53d5-448c-812a-39676a4f6988,Television,0,0,0
38ccc7c2-8b57-4268-8c09-32d9125c7175,Fan,0,0,0
38ccc7c2-8b57-4268-8c09-32d9125c7175,Laptop / Computer,0,0,0
38ccc7c2-8b57-4268-8c09-32d9125c7175,Light bulb,3,0,3
38ccc7c2-8b57-4268-8c09-32d9125c7175,Mobile phone charger,1,1,2
38ccc7c2-8b57-4268-8c09-32d9125c7175,Radio,0,0,0
38ccc7c2-8b57-4268-8c09-32d9125c7175,Television,0,0,0
3903a78c-2745-43e6-af70-ec40c9e66015,Fan,0,0,0
3903a78c-2745-43e6-af70-ec40c9e66015,Laptop / Computer,0,0,0
3903a78c-2745-43e6-af70-ec40c9e66015,Light bulb,3,2,2
3903a78c-2745-43e6-af70-ec40c9e66015,Mobile phone charger,2,2,2
3903a78c-2745-43e6-af70-ec40c9e66015,Radio,0,0,0
3903a78c-2745-43e6-af70-ec40c9e66015,Television,0,0,0
390ddc47-bc7f-4ae8-bb55-840f44fd820c,Fan,0,0,0
390ddc47-bc7f-4ae8-bb55-840f44fd820c,Laptop / Computer,0,0,0
390ddc47-bc7f-4ae8-bb55-840f44fd820c,Light bulb,2,1,4
390ddc47-bc7f-4ae8-bb55-840f44fd820c,Mobile phone charger,1,1,1
390ddc47-bc7f-4ae8-bb55-840f44fd820c,Radio,0,0,0
390ddc47-bc7f-4ae8-bb55-840f44fd820c,Television,0,0,0
39a699cf-b5d4-44ba-b86b-6a5f75179151,Fan,0,0,0
39a699cf-b5d4-44ba-b86b-6a5f75179151,Laptop / Computer,0,0,0
39a699cf-b5d4-44ba-b86b-6a5f75179151,Light bulb,2,3,5
39a699cf-b5d4-44ba-b86b-6a5f75179151,Mobile phone charger,1,1,2
39a699cf-b5d4-44ba-b86b-6a5f75179151,Radio,0,0,0
39a699cf-b5d4-44ba-b86b-6a5f75179151,Television,0,0,0
39be6aa7-cc46-43e6-b276-f9ec3ae06f66,Fan,1,11,5
39be6aa7-cc46-43e6-b276-f9ec3ae06f66,Laptop / Computer,1,3,2
39be6aa7-cc46-43e6-b276-f9ec3ae06f66,Light bulb,6,8,7
39be6aa7-cc46-43e6-b276-f9ec3ae06f66,Mobile phone charger,40,10,6
39be6aa7-cc46-43e6-b276-f9ec3ae06f66,Radio,3,8,5
39be6aa7-cc46-43e6-b276-f9ec3ae06f66,Television,0,0,0
3a1113bf-eb22-4b7b-8887-24726105bf94,Fan,0,0,0
3a1113bf-eb22-4b7b-8887-24726105bf94,Laptop / Computer,0,0,0
3a1113bf-eb22-4b7b-8887-24726105bf94,Light bulb,4,0,3
3a1113bf-eb22-4b7b-8887-24726105bf94,Mobile phone charger,1,2,3
3a1113bf-eb22-4b7b-8887-24726105bf94,Radio,0,0,0
3a1113bf-eb22-4b7b-8887-24726105bf94,Television,0,0,0
3a7ca5f2-2815-4906-83a4-6ee827c40908,Fan,1,4,4
3a7ca5f2-2815-4906-83a4-6ee827c40908,Laptop / Computer,0,0,0
3a7ca5f2-2815-4906-83a4-6ee827c40908,Light bulb,2,2,6
3a7ca5f2-2815-4906-83a4-6ee827c40908,Mobile phone charger,0,0,0
3a7ca5f2-2815-4906-83a4-6ee827c40908,Radio,0,0,0
3a7ca5f2-2815-4906-83a4-6ee827c40908,Television,0,0,0
3ad588a7-2f2d-4aaa-8e15-7cd59918bd03,Fan,0,0,0
3ad588a7-2f2d-4aaa-8e15-7cd59918bd03,Laptop / Computer,0,0,0
3ad588a7-2f2d-4aaa-8e15-7cd59918bd03,Light bulb,2,2,3
3ad588a7-2f2d-4aaa-8e15-7cd59918bd03,Mobile phone charger,2,2,3
3ad588a7-2f2d-4aaa-8e15-7cd59918bd03,Radio,0,0,0
3ad588a7-2f2d-4aaa-8e15-7cd59918bd03,Television,0,0,0
3adad152-d97c-4f80-a698-4ed349d7fb6d,Fan,1,2,4
3adad152-d97c-4f80-a698-4ed349d7fb6d,Laptop / Computer,0,0,0
3adad152-d97c-4f80-a698-4ed349d7fb6d,Light bulb,2,3,5
3adad152-d97c-4f80-a698-4ed349d7fb6d,Mobile phone charger,40,3,4
3adad152-d97c-4f80-a698-4ed349d7fb6d,Radio,0,0,0
3adad152-d97c-4f80-a698-4ed349d7fb6d,Television,0,0,0
3b056b3e-5ff2-4eea-9900-7448213e9e38,Fan,0,0,0
3b056b3e-5ff2-4eea-9900-7448213e9e38,Laptop / Computer,0,0,0
3b056b3e-5ff2-4eea-9900-7448213e9e38,Light bulb,2,0,4
3b056b3e-5ff2-4eea-9900-7448213e9e38,Mobile phone charger,2,0,4
3b056b3e-5ff2-4eea-9900-7448213e9e38,Radio,0,0,0
3b056b3e-5ff2-4eea-9900-7448213e9e38,Television,0,0,0
3b14ede8-59b2-4f6b-bc38-fe1163a44043,Fan,34,6,2
3b14ede8-59b2-4f6b-bc38-fe1163a44043,Laptop / Computer,0,0,0
3b14ede8-59b2-4f6b-bc38-fe1163a44043,Light bulb,7,2,3
3b14ede8-59b2-4f6b-bc38-fe1163a44043,Mobile phone charger,4,3,4
3b14ede8-59b2-4f6b-bc38-fe1163a44043,Radio,0,0,0
3b14ede8-59b2-4f6b-bc38-fe1163a44043,Television,0,0,0
3b1eab39-f6f3-4b17-be61-6d7125f7c899,Fan,0,0,0
3b1eab39-f6f3-4b17-be61-6d7125f7c899,Laptop / Computer,0,0,0
3b1eab39-f6f3-4b17-be61-6d7125f7c899,Light bulb,2,2,8
3b1eab39-f6f3-4b17-be61-6d7125f7c899,Mobile phone charger,1,2,3
3b1eab39-f6f3-4b17-be61-6d7125f7c899,Radio,1,4,6
3b1eab39-f6f3-4b17-be61-6d7125f7c899,Television,0,0,0
3b2e25b7-6f4f-4a64-ac2c-9555aa89e063,Fan,1,4,2
3b2e25b7-6f4f-4a64-ac2c-9555aa89e063,Laptop / Computer,0,0,0
3b2e25b7-6f4f-4a64-ac2c-9555aa89e063,Light bulb,3,2,2
3b2e25b7-6f4f-4a64-ac2c-9555aa89e063,Mobile phone charger,0,0,0
3b2e25b7-6f4f-4a64-ac2c-9555aa89e063,Radio,0,0,0
3b2e25b7-6f4f-4a64-ac2c-9555aa89e063,Television,0,0,0
3ba5622c-b435-4f35-b330-ecaec6519a9c,Fan,1,2,1
3ba5622c-b435-4f35-b330-ecaec6519a9c,Laptop / Computer,0,0,0
3ba5622c-b435-4f35-b330-ecaec6519a9c,Light bulb,2,2,1
3ba5622c-b435-4f35-b330-ecaec6519a9c,Mobile phone charger,1,1,1
3ba5622c-b435-4f35-b330-ecaec6519a9c,Radio,0,0,0
3ba5622c-b435-4f35-b330-ecaec6519a9c,Television,0,0,0
3bf992ca-ee91-4dca-80fc-20d02c2a60d5,Fan,1,0,4
3bf992ca-ee91-4dca-80fc-20d02c2a60d5,Laptop / Computer,0,0,0
3bf992ca-ee91-4dca-80fc-20d02c2a60d5,Light bulb,3,0,4
3bf992ca-ee91-4dca-80fc-20d02c2a60d5,Mobile phone charger,2,0,2
3bf992ca-ee91-4dca-80fc-20d02c2a60d5,Radio,0,0,0
3bf992ca-ee91-4dca-80fc-20d02c2a60d5,Television,1,0,5
3c1037a4-3f5c-4859-b191-8bf920fde527,Fan,0,0,0
3c1037a4-3f5c-4859-b191-8bf920fde527,Laptop / Computer,0,0,0
3c1037a4-3f5c-4859-b191-8bf920fde527,Light bulb,1,3,4
3c1037a4-3f5c-4859-b191-8bf920fde527,Mobile phone charger,2,3,2
3c1037a4-3f5c-4859-b191-8bf920fde527,Radio,0,0,0
3c1037a4-3f5c-4859-b191-8bf920fde527,Television,0,0,0
3c1e26be-4a56-4321-b875-a07fa9b3ca90,Fan,0,0,0
3c1e26be-4a56-4321-b875-a07fa9b3ca90,Laptop / Computer,0,0,0
3c1e26be-4a56-4321-b875-a07fa9b3ca90,Light bulb,1,1,1
3c1e26be-4a56-4321-b875-a07fa9b3ca90,Mobile phone charger,2,2,2
3c1e26be-4a56-4321-b875-a07fa9b3ca90,Radio,1,1,6
3c1e26be-4a56-4321-b875-a07fa9b3ca90,Television,0,0,0
3c30d8dd-5f20-44e2-8770-fcb7bcf907ba,Fan,3,4,3
3c30d8dd-5f20-44e2-8770-fcb7bcf907ba,Laptop / Computer,0,0,0
3c30d8dd-5f20-44e2-8770-fcb7bcf907ba,Light bulb,5,2,2
3c30d8dd-5f20-44e2-8770-fcb7bcf907ba,Mobile phone charger,1,0,2
3c30d8dd-5f20-44e2-8770-fcb7bcf907ba,Radio,0,0,0
3c30d8dd-5f20-44e2-8770-fcb7bcf907ba,Television,1,5,2
3c6591d3-ba07-4e50-a410-eb7e0b2c9c44,Fan,0,0,0
3c6591d3-ba07-4e50-a410-eb7e0b2c9c44,Laptop / Computer,0,0,0
3c6591d3-ba07-4e50-a410-eb7e0b2c9c44,Light bulb,2,1,0
3c6591d3-ba07-4e50-a410-eb7e0b2c9c44,Mobile phone charger,1,2,0
3c6591d3-ba07-4e50-a410-eb7e0b2c9c44,Radio,2,0,2
3c6591d3-ba07-4e50-a410-eb7e0b2c9c44,Television,0,0,0
3c6c67bf-a821-4036-b393-eebbd4c93352,Fan,0,0,0
3c6c67bf-a821-4036-b393-eebbd4c93352,Laptop / Computer,0,0,0
3c6c67bf-a821-4036-b393-eebbd4c93352,Light bulb,1,6,0
3c6c67bf-a821-4036-b393-eebbd4c93352,Mobile phone charger,3,6,0
3c6c67bf-a821-4036-b393-eebbd4c93352,Radio,0,0,0
3c6c67bf-a821-4036-b393-eebbd4c93352,Television,0,0,0
3cd0f801-51cb-4a11-bb17-f3d86ac9319e,Fan,0,0,0
3cd0f801-51cb-4a11-bb17-f3d86ac9319e,Laptop / Computer,0,0,0
3cd0f801-51cb-4a11-bb17-f3d86ac9319e,Light bulb,4,0,0
3cd0f801-51cb-4a11-bb17-f3d86ac9319e,Mobile phone charger,40,12,1
3cd0f801-51cb-4a11-bb17-f3d86ac9319e,Radio,0,0,0
3cd0f801-51cb-4a11-bb17-f3d86ac9319e,Television,0,0,0
3d2f362b-8331-4762-94d4-9c58fd69c3ac,Fan,2,6,4
3d2f362b-8331-4762-94d4-9c58fd69c3ac,Laptop / Computer,4,6,4
3d2f362b-8331-4762-94d4-9c58fd69c3ac,Light bulb,4,6,4
3d2f362b-8331-4762-94d4-9c58fd69c3ac,Mobile phone charger,3,2,3
3d2f362b-8331-4762-94d4-9c58fd69c3ac,Radio,0,0,0
3d2f362b-8331-4762-94d4-9c58fd69c3ac,Television,3,6,4
3d48c180-dbcf-41d4-90ad-ad58038c7e6a,Fan,2,10,4
3d48c180-dbcf-41d4-90ad-ad58038c7e6a,Laptop / Computer,6,10,4
3d48c180-dbcf-41d4-90ad-ad58038c7e6a,Light bulb,5,10,4
3d48c180-dbcf-41d4-90ad-ad58038c7e6a,Mobile phone charger,2,1,2
3d48c180-dbcf-41d4-90ad-ad58038c7e6a,Radio,0,0,0
3d48c180-dbcf-41d4-90ad-ad58038c7e6a,Television,2,10,4
3dbef7c1-4d20-467a-91ce-72bb1b203c31,Fan,1,3,2
3dbef7c1-4d20-467a-91ce-72bb1b203c31,Laptop / Computer,0,0,0
3dbef7c1-4d20-467a-91ce-72bb1b203c31,Light bulb,4,5,2
3dbef7c1-4d20-467a-91ce-72bb1b203c31,Mobile phone charger,0,0,0
3dbef7c1-4d20-467a-91ce-72bb1b203c31,Radio,0,0,0
3dbef7c1-4d20-467a-91ce-72bb1b203c31,Television,0,0,0
3dd9f21c-b671-46e1-acba-90fffdd3b592,Fan,1,5,4
3dd9f21c-b671-46e1-acba-90fffdd3b592,Laptop / Computer,0,0,0
3dd9f21c-b671-46e1-acba-90fffdd3b592,Light bulb,2,0,4
3dd9f21c-b671-46e1-acba-90fffdd3b592,Mobile phone charger,0,0,0
3dd9f21c-b671-46e1-acba-90fffdd3b592,Radio,0,0,0
3dd9f21c-b671-46e1-acba-90fffdd3b592,Television,1,4,3
3df81a45-d2c4-4e16-8cf8-98aeb9e7c7f4,Fan,13,3,4
3df81a45-d2c4-4e16-8cf8-98aeb9e7c7f4,Laptop / Computer,0,0,0
3df81a45-d2c4-4e16-8cf8-98aeb9e7c7f4,Light bulb,2,3,4
3df81a45-d2c4-4e16-8cf8-98aeb9e7c7f4,Mobile phone charger,1,1,1
3df81a45-d2c4-4e16-8cf8-98aeb9e7c7f4,Radio,0,0,0
3df81a45-d2c4-4e16-8cf8-98aeb9e7c7f4,Television,0,0,0
3dfdc1c5-2d79-42b1-ae36-21945bf5c12b,Fan,0,0,0
3dfdc1c5-2d79-42b1-ae36-21945bf5c12b,Laptop / Computer,0,0,0
3dfdc1c5-2d79-42b1-ae36-21945bf5c12b,Light bulb,2,1,3
3dfdc1c5-2d79-42b1-ae36-21945bf5c12b,Mobile phone charger,1,2,1
3dfdc1c5-2d79-42b1-ae36-21945bf5c12b,Radio,0,0,0
3dfdc1c5-2d79-42b1-ae36-21945bf5c12b,Television,0,0,0
3e10360a-15c7-493d-a478-52f971d78706,Fan,0,0,0
3e10360a-15c7-493d-a478-52f971d78706,Laptop / Computer,0,0,0
3e10360a-15c7-493d-a478-52f971d78706,Light bulb,3,10,2
3e10360a-15c7-493d-a478-52f971d78706,Mobile phone charger,1,2,2
3e10360a-15c7-493d-a478-52f971d78706,Radio,1,7,2
3e10360a-15c7-493d-a478-52f971d78706,Television,0,0,0
3e508177-3cac-4ece-a222-248fd4029313,Fan,0,0,0
3e508177-3cac-4ece-a222-248fd4029313,Laptop / Computer,0,0,0
3e508177-3cac-4ece-a222-248fd4029313,Light bulb,2,2,1
3e508177-3cac-4ece-a222-248fd4029313,Mobile phone charger,1,2,2
3e508177-3cac-4ece-a222-248fd4029313,Radio,0,0,0
3e508177-3cac-4ece-a222-248fd4029313,Television,0,0,0
3e54fad1-5537-4e62-b0df-a498a9057971,Fan,0,0,0
3e54fad1-5537-4e62-b0df-a498a9057971,Laptop / Computer,0,0,0
3e54fad1-5537-4e62-b0df-a498a9057971,Light bulb,2,2,2
3e54fad1-5537-4e62-b0df-a498a9057971,Mobile phone charger,0,0,0
