hhid,q403,q403_1,q403_2,q403_3
00d6e8ab-ac98-4587-8341-8123cb6fb504,Radio,0,0,0
00d6e8ab-ac98-4587-8341-8123cb6fb504,Television,1,0,4
01137cb1-0f3c-498b-83a7-24260df07009,Fan,0,0,0
01137cb1-0f3c-498b-83a7-24260df07009,Laptop / Computer,0,0,0
01137cb1-0f3c-498b-83a7-24260df07009,Light bulb,5,1,4
01137cb1-0f3c-498b-83a7-24260df07009,Mobile phone charger,0,0,0
01137cb1-0f3c-498b-83a7-24260df07009,Radio,0,0,0
01137cb1-0f3c-498b-83a7-24260df07009,Television,0,0,0
012e7c3d-191a-4b28-b542-e06231daf80a,Fan,1,3,2
012e7c3d-191a-4b28-b542-e06231daf80a,Laptop / Computer,0,0,0
012e7c3d-191a-4b28-b542-e06231daf80a,Light bulb,3,0,5
012e7c3d-191a-4b28-b542-e06231daf80a,Mobile phone charger,2,1,1
012e7c3d-191a-4b28-b542-e06231daf80a,Radio,0,0,0
012e7c3d-191a-4b28-b542-e06231daf80a,Television,1,5,3
013b6bdd-321d-4ae0-b1db-e3899cf7614e,Fan,0,0,0
013b6bdd-321d-4ae0-b1db-e3899cf7614e,Laptop / Computer,0,0,0
013b6bdd-321d-4ae0-b1db-e3899cf7614e,Light bulb,6,0,2
013b6bdd-321d-4ae0-b1db-e3899cf7614e,Mobile phone charger,0,0,0
013b6bdd-321d-4ae0-b1db-e3899cf7614e,Radio,0,0,0
013b6bdd-321d-4ae0-b1db-e3899cf7614e,Television,0,0,0
014d2bb7-fcce-4c7f-8b07-c4997a7ee802,Fan,0,0,0
014d2bb7-fcce-4c7f-8b07-c4997a7ee802,Laptop / Computer,0,0,0
014d2bb7-fcce-4c7f-8b07-c4997a7ee802,Light bulb,4,1,2
014d2bb7-fcce-4c7f-8b07-c4997a7ee802,Mobile phone charger,3,2,2
014d2bb7-fcce-4c7f-8b07-c4997a7ee802,Radio,0,0,0
014d2bb7-fcce-4c7f-8b07-c4997a7ee802,Television,0,0,0
0184985b-96d6-4668-b76b-3ea2886e40f9,Fan,2,3,5
0184985b-96d6-4668-b76b-3ea2886e40f9,Laptop / Computer,0,0,0
0184985b-96d6-4668-b76b-3ea2886e40f9,Light bulb,3,2,8
0184985b-96d6-4668-b76b-3ea2886e40f9,Mobile phone charger,2,3,5
0184985b-96d6-4668-b76b-3ea2886e40f9,Radio,0,0,0
0184985b-96d6-4668-b76b-3ea2886e40f9,Television,1,2,5
01915c84-ac4a-4f6e-bb6e-8138c2293048,Fan,1,0,3
01915c84-ac4a-4f6e-bb6e-8138c2293048,Laptop / Computer,0,0,0
01915c84-ac4a-4f6e-bb6e-8138c2293048,Light bulb,3,0,3
01915c84-ac4a-4f6e-bb6e-8138c2293048,Mobile phone charger,0,0,0
01915c84-ac4a-4f6e-bb6e-8138c2293048,Radio,0,0,0
01915c84-ac4a-4f6e-bb6e-8138c2293048,Television,1,0,3
0194d965-608c-45be-961f-f41244ac79d5,Fan,0,0,0
0194d965-608c-45be-961f-f41244ac79d5,Laptop / Computer,0,0,0
0194d965-608c-45be-961f-f41244ac79d5,Light bulb,5,1,3
0194d965-608c-45be-961f-f41244ac79d5,Mobile phone charger,1,1,2
0194d965-608c-45be-961f-f41244ac79d5,Radio,0,0,0
0194d965-608c-45be-961f-f41244ac79d5,Television,0,0,0
01c87ffc-e620-4e0b-b67e-0d3e4a54a091,Fan,4,3,5
01c87ffc-e620-4e0b-b67e-0d3e4a54a091,Laptop / Computer,0,0,0
01c87ffc-e620-4e0b-b67e-0d3e4a54a091,Light bulb,6,0,5
01c87ffc-e620-4e0b-b67e-0d3e4a54a091,Mobile phone charger,2,1,3
01c87ffc-e620-4e0b-b67e-0d3e4a54a091,Radio,0,0,0
01c87ffc-e620-4e0b-b67e-0d3e4a54a091,Television,0,0,0
01d08253-1def-4d8b-80a1-8d7a0fa3d24b,Fan,5,4,6
01d08253-1def-4d8b-80a1-8d7a0fa3d24b,Laptop / Computer,0,0,0
01d08253-1def-4d8b-80a1-8d7a0fa3d24b,Light bulb,7,5,7
01d08253-1def-4d8b-80a1-8d7a0fa3d24b,Mobile phone charger,3,4,3
01d08253-1def-4d8b-80a1-8d7a0fa3d24b,Radio,0,0,0
01d08253-1def-4d8b-80a1-8d7a0fa3d24b,Television,2,3,4
01ed95f8-d48e-44a1-be2d-e94101fb04cb,Fan,3,0,5
01ed95f8-d48e-44a1-be2d-e94101fb04cb,Laptop / Computer,0,0,0
01ed95f8-d48e-44a1-be2d-e94101fb04cb,Light bulb,7,0,7
01ed95f8-d48e-44a1-be2d-e94101fb04cb,Mobile phone charger,3,3,3
01ed95f8-d48e-44a1-be2d-e94101fb04cb,Radio,0,0,0
01ed95f8-d48e-44a1-be2d-e94101fb04cb,Television,1,5,5
020af694-a49d-4660-90b0-de861ce88f16,Fan,2,2,3
020af694-a49d-4660-90b0-de861ce88f16,Laptop / Computer,0,0,0
020af694-a49d-4660-90b0-de861ce88f16,Light bulb,9,1,4
020af694-a49d-4660-90b0-de861ce88f16,Mobile phone charger,3,2,2
020af694-a49d-4660-90b0-de861ce88f16,Radio,1,2,3
020af694-a49d-4660-90b0-de861ce88f16,Television,2,2,3
021fa739-61e2-4dd0-95ba-311ed439c426,Fan,0,0,0
021fa739-61e2-4dd0-95ba-311ed439c426,Laptop / Computer,0,0,0
021fa739-61e2-4dd0-95ba-311ed439c426,Light bulb,5,2,2
021fa739-61e2-4dd0-95ba-311ed439c426,Mobile phone charger,2,3,2
021fa739-61e2-4dd0-95ba-311ed439c426,Radio,1,2,2
021fa739-61e2-4dd0-95ba-311ed439c426,Television,0,0,0
0229ab31-ef17-4de5-9c6d-3b412e7bc590,Fan,3,1,3
0229ab31-ef17-4de5-9c6d-3b412e7bc590,Laptop / Computer,0,0,0
0229ab31-ef17-4de5-9c6d-3b412e7bc590,Light bulb,8,2,2
0229ab31-ef17-4de5-9c6d-3b412e7bc590,Mobile phone charger,0,0,0
0229ab31-ef17-4de5-9c6d-3b412e7bc590,Radio,0,0,0
0229ab31-ef17-4de5-9c6d-3b412e7bc590,Television,1,2,3
02334da2-473b-40cc-8b33-cd37675bbc4c,Fan,2,2,2
02334da2-473b-40cc-8b33-cd37675bbc4c,Laptop / Computer,0,0,0
02334da2-473b-40cc-8b33-cd37675bbc4c,Light bulb,5,3,4
02334da2-473b-40cc-8b33-cd37675bbc4c,Mobile phone charger,2,2,3
02334da2-473b-40cc-8b33-cd37675bbc4c,Radio,0,0,0
02334da2-473b-40cc-8b33-cd37675bbc4c,Television,1,2,3
02429dc5-b715-48df-9767-826271983104,Fan,1,2,2
02429dc5-b715-48df-9767-826271983104,Laptop / Computer,0,0,0
02429dc5-b715-48df-9767-826271983104,Light bulb,8,2,2
02429dc5-b715-48df-9767-826271983104,Mobile phone charger,2,2,2
02429dc5-b715-48df-9767-826271983104,Radio,1,0,2
02429dc5-b715-48df-9767-826271983104,Television,1,2,2
02468f88-e843-4943-a818-595560544ade,Fan,1,3,4
02468f88-e843-4943-a818-595560544ade,Laptop / Computer,0,0,0
02468f88-e843-4943-a818-595560544ade,Light bulb,8,3,4
02468f88-e843-4943-a818-595560544ade,Mobile phone charger,0,0,0
02468f88-e843-4943-a818-595560544ade,Radio,0,0,0
02468f88-e843-4943-a818-595560544ade,Television,1,2,2
024831d3-9cbf-48ac-8d41-f439b1d8b9cb,Fan,4,3,4
024831d3-9cbf-48ac-8d41-f439b1d8b9cb,Laptop / Computer,0,0,0
024831d3-9cbf-48ac-8d41-f439b1d8b9cb,Light bulb,10,1,4
024831d3-9cbf-48ac-8d41-f439b1d8b9cb,Mobile phone charger,3,1,2
024831d3-9cbf-48ac-8d41-f439b1d8b9cb,Radio,0,0,0
024831d3-9cbf-48ac-8d41-f439b1d8b9cb,Television,0,0,0
02596026-1d98-4044-9c00-cfe83baf3d15,Fan,3,6,6
02596026-1d98-4044-9c00-cfe83baf3d15,Laptop / Computer,0,0,0
02596026-1d98-4044-9c00-cfe83baf3d15,Light bulb,9,0,6
02596026-1d98-4044-9c00-cfe83baf3d15,Mobile phone charger,2,0,3
02596026-1d98-4044-9c00-cfe83baf3d15,Radio,0,0,0
02596026-1d98-4044-9c00-cfe83baf3d15,Television,0,0,0
0259d54d-4f05-4ee0-9033-bcce8992c7e9,Fan,2,0,3
0259d54d-4f05-4ee0-9033-bcce8992c7e9,Laptop / Computer,0,0,0
0259d54d-4f05-4ee0-9033-bcce8992c7e9,Light bulb,5,0,3
0259d54d-4f05-4ee0-9033-bcce8992c7e9,Mobile phone charger,2,0,2
0259d54d-4f05-4ee0-9033-bcce8992c7e9,Radio,0,0,0
0259d54d-4f05-4ee0-9033-bcce8992c7e9,Television,1,0,3
0264baf9-c623-43f9-b9ef-bd1bb1f51ff3,Fan,2,4,6
0264baf9-c623-43f9-b9ef-bd1bb1f51ff3,Laptop / Computer,0,0,0
0264baf9-c623-43f9-b9ef-bd1bb1f51ff3,Light bulb,10,1,6
0264baf9-c623-43f9-b9ef-bd1bb1f51ff3,Mobile phone charger,8,2,6
0264baf9-c623-43f9-b9ef-bd1bb1f51ff3,Radio,0,0,0
0264baf9-c623-43f9-b9ef-bd1bb1f51ff3,Television,3,1,4
026b1c22-d652-4770-aba1-2491a49dad29,Fan,0,0,0
026b1c22-d652-4770-aba1-2491a49dad29,Laptop / Computer,0,0,0
026b1c22-d652-4770-aba1-2491a49dad29,Light bulb,9,3,6
026b1c22-d652-4770-aba1-2491a49dad29,Mobile phone charger,1,1,1
026b1c22-d652-4770-aba1-2491a49dad29,Radio,1,2,4
026b1c22-d652-4770-aba1-2491a49dad29,Television,0,0,0
02993d02-0bf4-42a4-bdb5-a7520bfc3401,Fan,2,1,4
02993d02-0bf4-42a4-bdb5-a7520bfc3401,Laptop / Computer,0,0,0
02993d02-0bf4-42a4-bdb5-a7520bfc3401,Light bulb,6,2,3
02993d02-0bf4-42a4-bdb5-a7520bfc3401,Mobile phone charger,2,1,3
02993d02-0bf4-42a4-bdb5-a7520bfc3401,Radio,0,0,0
02993d02-0bf4-42a4-bdb5-a7520bfc3401,Television,1,2,3
029b1a97-30f6-4c61-9dce-a7c00b89661c,Fan,0,0,0
029b1a97-30f6-4c61-9dce-a7c00b89661c,Laptop / Computer,0,0,0
029b1a97-30f6-4c61-9dce-a7c00b89661c,Light bulb,4,2,6
029b1a97-30f6-4c61-9dce-a7c00b89661c,Mobile phone charger,3,2,2
029b1a97-30f6-4c61-9dce-a7c00b89661c,Radio,2,2,4
029b1a97-30f6-4c61-9dce-a7c00b89661c,Television,0,0,0
02a645ae-ca9f-4c89-9ac1-1d5151f5f23c,Fan,5,6,8
02a645ae-ca9f-4c89-9ac1-1d5151f5f23c,Laptop / Computer,2,5,3
02a645ae-ca9f-4c89-9ac1-1d5151f5f23c,Light bulb,10,2,8
02a645ae-ca9f-4c89-9ac1-1d5151f5f23c,Mobile phone charger,5,3,4
02a645ae-ca9f-4c89-9ac1-1d5151f5f23c,Radio,1,2,2
02a645ae-ca9f-4c89-9ac1-1d5151f5f23c,Television,3,5,6
03153711-a19a-4a01-a6fa-bd7ff2e546f1,Fan,1,2,1
03153711-a19a-4a01-a6fa-bd7ff2e546f1,Laptop / Computer,0,0,0
03153711-a19a-4a01-a6fa-bd7ff2e546f1,Light bulb,2,2,1
03153711-a19a-4a01-a6fa-bd7ff2e546f1,Mobile phone charger,1,2,1
03153711-a19a-4a01-a6fa-bd7ff2e546f1,Radio,0,0,0
03153711-a19a-4a01-a6fa-bd7ff2e546f1,Television,0,0,0
031e3dec-7598-4691-bbf7-96c6c0ec6210,Fan,1,2,4
031e3dec-7598-4691-bbf7-96c6c0ec6210,Laptop / Computer,0,0,0
031e3dec-7598-4691-bbf7-96c6c0ec6210,Light bulb,2,3,9
031e3dec-7598-4691-bbf7-96c6c0ec6210,Mobile phone charger,4,2,1
031e3dec-7598-4691-bbf7-96c6c0ec6210,Radio,1,3,2
031e3dec-7598-4691-bbf7-96c6c0ec6210,Television,1,2,6
03200b86-cf74-4ac0-b2ae-553ceee09eea,Fan,2,3,4
03200b86-cf74-4ac0-b2ae-553ceee09eea,Laptop / Computer,0,0,0
03200b86-cf74-4ac0-b2ae-553ceee09eea,Light bulb,6,2,4
03200b86-cf74-4ac0-b2ae-553ceee09eea,Mobile phone charger,3,2,2
03200b86-cf74-4ac0-b2ae-553ceee09eea,Radio,0,0,0
03200b86-cf74-4ac0-b2ae-553ceee09eea,Television,1,2,1
03429722-1475-412f-a291-0b890ef02af0,Fan,4,3,5
03429722-1475-412f-a291-0b890ef02af0,Laptop / Computer,0,0,0
03429722-1475-412f-a291-0b890ef02af0,Light bulb,6,1,5
03429722-1475-412f-a291-0b890ef02af0,Mobile phone charger,0,0,0
03429722-1475-412f-a291-0b890ef02af0,Radio,0,0,0
03429722-1475-412f-a291-0b890ef02af0,Television,2,2,5
03440b0e-d328-497b-824e-b385aca5ab21,Fan,1,0,0
03440b0e-d328-497b-824e-b385aca5ab21,Laptop / Computer,0,0,0
03440b0e-d328-497b-824e-b385aca5ab21,Light bulb,7,2,6
03440b0e-d328-497b-824e-b385aca5ab21,Mobile phone charger,2,2,3
03440b0e-d328-497b-824e-b385aca5ab21,Radio,0,0,0
03440b0e-d328-497b-824e-b385aca5ab21,Television,1,0,8
0381c315-a020-49de-93ea-1fb109c0ad4a,Fan,3,2,6
0381c315-a020-49de-93ea-1fb109c0ad4a,Laptop / Computer,0,0,0
0381c315-a020-49de-93ea-1fb109c0ad4a,Light bulb,8,2,5
0381c315-a020-49de-93ea-1fb109c0ad4a,Mobile phone charger,6,2,3
0381c315-a020-49de-93ea-1fb109c0ad4a,Radio,2,2,4
0381c315-a020-49de-93ea-1fb109c0ad4a,Television,1,1,3
038447ab-fb8f-40fb-91d2-8dd5945a34dd,Fan,5,3,5
038447ab-fb8f-40fb-91d2-8dd5945a34dd,Laptop / Computer,0,0,0
038447ab-fb8f-40fb-91d2-8dd5945a34dd,Light bulb,11,0,6
038447ab-fb8f-40fb-91d2-8dd5945a34dd,Mobile phone charger,3,1,2
038447ab-fb8f-40fb-91d2-8dd5945a34dd,Radio,2,0,1
038447ab-fb8f-40fb-91d2-8dd5945a34dd,Television,1,3,3
038a0c61-4485-437b-af7b-8c76fcd982b2,Fan,1,2,0
038a0c61-4485-437b-af7b-8c76fcd982b2,Laptop / Computer,0,0,0
038a0c61-4485-437b-af7b-8c76fcd982b2,Light bulb,4,3,3
038a0c61-4485-437b-af7b-8c76fcd982b2,Mobile phone charger,1,1,1
038a0c61-4485-437b-af7b-8c76fcd982b2,Radio,0,0,0
038a0c61-4485-437b-af7b-8c76fcd982b2,Television,1,3,3
03944be0-a9d0-4c69-9a6f-e22735d72ac6,Fan,0,0,0
03944be0-a9d0-4c69-9a6f-e22735d72ac6,Laptop / Computer,0,0,0
03944be0-a9d0-4c69-9a6f-e22735d72ac6,Light bulb,3,0,2
03944be0-a9d0-4c69-9a6f-e22735d72ac6,Mobile phone charger,4,1,2
03944be0-a9d0-4c69-9a6f-e22735d72ac6,Radio,0,0,0
03944be0-a9d0-4c69-9a6f-e22735d72ac6,Television,0,0,0
0398a18e-884f-4921-9028-4e93b35ef9c7,Fan,1,3,8
0398a18e-884f-4921-9028-4e93b35ef9c7,Laptop / Computer,0,0,0
0398a18e-884f-4921-9028-4e93b35ef9c7,Light bulb,3,2,5
0398a18e-884f-4921-9028-4e93b35ef9c7,Mobile phone charger,2,0,2
0398a18e-884f-4921-9028-4e93b35ef9c7,Radio,0,0,0
0398a18e-884f-4921-9028-4e93b35ef9c7,Television,0,0,0
03acb128-3243-45a4-a2f3-b0c759c7c7af,Fan,3,0,4
03acb128-3243-45a4-a2f3-b0c759c7c7af,Laptop / Computer,0,0,0
03acb128-3243-45a4-a2f3-b0c759c7c7af,Light bulb,12,2,4
03acb128-3243-45a4-a2f3-b0c759c7c7af,Mobile phone charger,2,0,2
03acb128-3243-45a4-a2f3-b0c759c7c7af,Radio,0,0,0
03acb128-3243-45a4-a2f3-b0c759c7c7af,Television,1,0,4
03b5f705-486b-48ee-99cc-f6fc89a7de07,Fan,1,4,6
03b5f705-486b-48ee-99cc-f6fc89a7de07,Laptop / Computer,0,0,0
03b5f705-486b-48ee-99cc-f6fc89a7de07,Light bulb,5,0,8
03b5f705-486b-48ee-99cc-f6fc89a7de07,Mobile phone charger,0,0,0
03b5f705-486b-48ee-99cc-f6fc89a7de07,Radio,0,0,0
03b5f705-486b-48ee-99cc-f6fc89a7de07,Television,1,3,6
0408fe02-9593-4b0f-aed3-2d57603424e6,Fan,2,4,6
0408fe02-9593-4b0f-aed3-2d57603424e6,Laptop / Computer,0,0,0
0408fe02-9593-4b0f-aed3-2d57603424e6,Light bulb,5,2,6
0408fe02-9593-4b0f-aed3-2d57603424e6,Mobile phone charger,2,1,2
0408fe02-9593-4b0f-aed3-2d57603424e6,Radio,1,3,5
0408fe02-9593-4b0f-aed3-2d57603424e6,Television,1,2,4
0417c47d-e5c9-41ae-a717-7fc731ec2edf,Fan,0,0,0
0417c47d-e5c9-41ae-a717-7fc731ec2edf,Laptop / Computer,0,0,0
0417c47d-e5c9-41ae-a717-7fc731ec2edf,Light bulb,5,0,0
0417c47d-e5c9-41ae-a717-7fc731ec2edf,Mobile phone charger,1,0,0
0417c47d-e5c9-41ae-a717-7fc731ec2edf,Radio,0,0,0
0417c47d-e5c9-41ae-a717-7fc731ec2edf,Television,0,0,0
0418c915-cb62-47b5-af49-d197443c2c47,Fan,1,2,5
0418c915-cb62-47b5-af49-d197443c2c47,Laptop / Computer,0,0,0
0418c915-cb62-47b5-af49-d197443c2c47,Light bulb,8,0,5
0418c915-cb62-47b5-af49-d197443c2c47,Mobile phone charger,4,2,5
0418c915-cb62-47b5-af49-d197443c2c47,Radio,1,2,4
0418c915-cb62-47b5-af49-d197443c2c47,Television,0,0,0
043f6fed-cbfa-41ba-a0f8-f87049b3937b,Fan,1,0,2
043f6fed-cbfa-41ba-a0f8-f87049b3937b,Laptop / Computer,0,0,0
043f6fed-cbfa-41ba-a0f8-f87049b3937b,Light bulb,3,0,2
043f6fed-cbfa-41ba-a0f8-f87049b3937b,Mobile phone charger,1,0,1
043f6fed-cbfa-41ba-a0f8-f87049b3937b,Radio,0,0,0
043f6fed-cbfa-41ba-a0f8-f87049b3937b,Television,0,0,0
04403e14-8564-4c5b-b26f-b3e766701620,Fan,3,8,9
04403e14-8564-4c5b-b26f-b3e766701620,Laptop / Computer,0,0,0
04403e14-8564-4c5b-b26f-b3e766701620,Light bulb,10,10,9
04403e14-8564-4c5b-b26f-b3e766701620,Mobile phone charger,2,2,1
04403e14-8564-4c5b-b26f-b3e766701620,Radio,0,0,0
04403e14-8564-4c5b-b26f-b3e766701620,Television,1,5,6
0440a6d4-24f1-463c-bfde-839618cb9fb9,Fan,0,0,0
0440a6d4-24f1-463c-bfde-839618cb9fb9,Laptop / Computer,0,0,0
0440a6d4-24f1-463c-bfde-839618cb9fb9,Light bulb,2,1,5
0440a6d4-24f1-463c-bfde-839618cb9fb9,Mobile phone charger,1,1,3
0440a6d4-24f1-463c-bfde-839618cb9fb9,Radio,0,0,0
0440a6d4-24f1-463c-bfde-839618cb9fb9,Television,0,0,0
046a0734-44e8-4470-abae-d5292e359c62,Fan,3,0,4
046a0734-44e8-4470-abae-d5292e359c62,Laptop / Computer,0,0,0
046a0734-44e8-4470-abae-d5292e359c62,Light bulb,5,1,4
046a0734-44e8-4470-abae-d5292e359c62,Mobile phone charger,2,0,2
046a0734-44e8-4470-abae-d5292e359c62,Radio,0,0,0
046a0734-44e8-4470-abae-d5292e359c62,Television,1,0,4
046f3f53-3641-4536-b38c-62632ab5a0c0,Fan,3,1,2
046f3f53-3641-4536-b38c-62632ab5a0c0,Laptop / Computer,0,0,0
046f3f53-3641-4536-b38c-62632ab5a0c0,Light bulb,5,0,2
046f3f53-3641-4536-b38c-62632ab5a0c0,Mobile phone charger,2,1,2
046f3f53-3641-4536-b38c-62632ab5a0c0,Radio,0,0,0
046f3f53-3641-4536-b38c-62632ab5a0c0,Television,1,1,2
048c4df3-ef3f-4e81-9c22-1da35ebcb122,Fan,3,2,5
048c4df3-ef3f-4e81-9c22-1da35ebcb122,Laptop / Computer,0,0,0
048c4df3-ef3f-4e81-9c22-1da35ebcb122,Light bulb,5,1,4
048c4df3-ef3f-4e81-9c22-1da35ebcb122,Mobile phone charger,1,1,2
048c4df3-ef3f-4e81-9c22-1da35ebcb122,Radio,0,0,0
048c4df3-ef3f-4e81-9c22-1da35ebcb122,Television,1,2,5
04af39fe-d14f-42cb-ac6f-1d72069ce109,Fan,3,3,6
04af39fe-d14f-42cb-ac6f-1d72069ce109,Laptop / Computer,0,0,0
04af39fe-d14f-42cb-ac6f-1d72069ce109,Light bulb,4,1,5
04af39fe-d14f-42cb-ac6f-1d72069ce109,Mobile phone charger,7,3,3
04af39fe-d14f-42cb-ac6f-1d72069ce109,Radio,0,0,0
04af39fe-d14f-42cb-ac6f-1d72069ce109,Television,2,1,7
04c4f60e-1f06-44ca-abb9-e7c03a79cd78,Fan,0,0,0
04c4f60e-1f06-44ca-abb9-e7c03a79cd78,Laptop / Computer,0,0,0
04c4f60e-1f06-44ca-abb9-e7c03a79cd78,Light bulb,11,1,7
04c4f60e-1f06-44ca-abb9-e7c03a79cd78,Mobile phone charger,4,1,3
04c4f60e-1f06-44ca-abb9-e7c03a79cd78,Radio,0,0,0
04c4f60e-1f06-44ca-abb9-e7c03a79cd78,Television,0,0,0
04c8d646-d14c-43cb-9969-0f9758939107,Fan,6,4,5
04c8d646-d14c-43cb-9969-0f9758939107,Laptop / Computer,0,0,0
04c8d646-d14c-43cb-9969-0f9758939107,Light bulb,13,0,4
04c8d646-d14c-43cb-9969-0f9758939107,Mobile phone charger,0,0,0
04c8d646-d14c-43cb-9969-0f9758939107,Radio,0,0,0
04c8d646-d14c-43cb-9969-0f9758939107,Television,1,4,5
04cde6e6-dfb2-487a-b8f8-5b10d67462cf,Fan,2,1,4
04cde6e6-dfb2-487a-b8f8-5b10d67462cf,Laptop / Computer,0,0,0
04cde6e6-dfb2-487a-b8f8-5b10d67462cf,Light bulb,5,2,2
04cde6e6-dfb2-487a-b8f8-5b10d67462cf,Mobile phone charger,2,2,3
04cde6e6-dfb2-487a-b8f8-5b10d67462cf,Radio,0,0,0
04cde6e6-dfb2-487a-b8f8-5b10d67462cf,Television,0,0,0
04d66e44-8c55-4179-a88c-163673f6de4b,Fan,4,0,0
04d66e44-8c55-4179-a88c-163673f6de4b,Laptop / Computer,0,0,0
04d66e44-8c55-4179-a88c-163673f6de4b,Light bulb,8,0,0
04d66e44-8c55-4179-a88c-163673f6de4b,Mobile phone charger,3,0,0
04d66e44-8c55-4179-a88c-163673f6de4b,Radio,2,0,0
04d66e44-8c55-4179-a88c-163673f6de4b,Television,1,0,0
04f05fbd-0446-4dc8-8927-a60c5726e4f5,Fan,2,3,4
04f05fbd-0446-4dc8-8927-a60c5726e4f5,Laptop / Computer,0,0,0
04f05fbd-0446-4dc8-8927-a60c5726e4f5,Light bulb,6,1,4
04f05fbd-0446-4dc8-8927-a60c5726e4f5,Mobile phone charger,3,2,2
04f05fbd-0446-4dc8-8927-a60c5726e4f5,Radio,0,0,0
04f05fbd-0446-4dc8-8927-a60c5726e4f5,Television,1,3,4
04f97500-d95e-40f3-8b6e-b12c91ff38b1,Fan,0,0,0
04f97500-d95e-40f3-8b6e-b12c91ff38b1,Laptop / Computer,0,0,0
04f97500-d95e-40f3-8b6e-b12c91ff38b1,Light bulb,7,0,2
04f97500-d95e-40f3-8b6e-b12c91ff38b1,Mobile phone charger,0,0,0
04f97500-d95e-40f3-8b6e-b12c91ff38b1,Radio,1,1,2
